writer_id,character,source_txt,image_path
W20,TB,assamese_data/Online Handwritten Assamese Characters Dataset/W20/97.20.txt,cnn_data/images_128/W20/W20__TB__97.20.png
W20,MM,assamese_data/Online Handwritten Assamese Characters Dataset/W20/98.20.txt,cnn_data/images_128/W20/W20__MM__98.20.png
W20,MV,assamese_data/Online Handwritten Assamese Characters Dataset/W20/99.20.txt,cnn_data/images_128/W20/W20__MV__99.20.png
W21,A,assamese_data/Online Handwritten Assamese Characters Dataset/W21/1.21.txt,cnn_data/images_128/W21/W21__A__1.21.png
W21,O,assamese_data/Online Handwritten Assamese Characters Dataset/W21/10.21.txt,cnn_data/images_128/W21/W21__O__10.21.png
W21,MP,assamese_data/Online Handwritten Assamese Characters Dataset/W21/100.21.txt,cnn_data/images_128/W21/W21__MP__100.21.png
W21,MN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/101.21.txt,cnn_data/images_128/W21/W21__MN__101.21.png
W21,NTR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/102.21.txt,cnn_data/images_128/W21/W21__NTR__102.21.png
W21,MB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/103.21.txt,cnn_data/images_128/W21/W21__MB__103.21.png
W21,LK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/104.21.txt,cnn_data/images_128/W21/W21__LK__104.21.png
W21,MND,assamese_data/Online Handwritten Assamese Characters Dataset/W21/105.21.txt,cnn_data/images_128/W21/W21__MND__105.21.png
W21,FK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/106.21.txt,cnn_data/images_128/W21/W21__FK__106.21.png
W21,LD,assamese_data/Online Handwritten Assamese Characters Dataset/W21/107.21.txt,cnn_data/images_128/W21/W21__LD__107.21.png
W21,LL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/108.21.txt,cnn_data/images_128/W21/W21__LL__108.21.png
W21,LP,assamese_data/Online Handwritten Assamese Characters Dataset/W21/109.21.txt,cnn_data/images_128/W21/W21__LP__109.21.png
W21,OU,assamese_data/Online Handwritten Assamese Characters Dataset/W21/11.21.txt,cnn_data/images_128/W21/W21__OU__11.21.png
W21,LT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/110.21.txt,cnn_data/images_128/W21/W21__LT__110.21.png
W21,SN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/111.21.txt,cnn_data/images_128/W21/W21__SN__111.21.png
W21,SC,assamese_data/Online Handwritten Assamese Characters Dataset/W21/112.21.txt,cnn_data/images_128/W21/W21__SC__112.21.png
W21,SM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/113.21.txt,cnn_data/images_128/W21/W21__SM__113.21.png
W21,SB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/114.21.txt,cnn_data/images_128/W21/W21__SB__114.21.png
W21,FN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/115.21.txt,cnn_data/images_128/W21/W21__FN__115.21.png
W21,FT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/116.21.txt,cnn_data/images_128/W21/W21__FT__116.21.png
W21,SK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/117.21.txt,cnn_data/images_128/W21/W21__SK__117.21.png
W21,SSTH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/118.21.txt,cnn_data/images_128/W21/W21__SSTH__118.21.png
W21,SSM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/119.21.txt,cnn_data/images_128/W21/W21__SSM__119.21.png
W21,KA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/12.21.txt,cnn_data/images_128/W21/W21__KA__12.21.png
W21,SSN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/120.21.txt,cnn_data/images_128/W21/W21__SSN__120.21.png
W21,SSB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/121.21.txt,cnn_data/images_128/W21/W21__SSB__121.21.png
W21,ST,assamese_data/Online Handwritten Assamese Characters Dataset/W21/122.21.txt,cnn_data/images_128/W21/W21__ST__122.21.png
W21,SP,assamese_data/Online Handwritten Assamese Characters Dataset/W21/123.21.txt,cnn_data/images_128/W21/W21__SP__123.21.png
W21,SPH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/124.21.txt,cnn_data/images_128/W21/W21__SPH__124.21.png
W21,STH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/125.21.txt,cnn_data/images_128/W21/W21__STH__125.21.png
W21,SKH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/126.21.txt,cnn_data/images_128/W21/W21__SKH__126.21.png
W21,NGG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/127.21.txt,cnn_data/images_128/W21/W21__NGG__127.21.png
W21,NGC,assamese_data/Online Handwritten Assamese Characters Dataset/W21/128.21.txt,cnn_data/images_128/W21/W21__NGC__128.21.png
W21,FP,assamese_data/Online Handwritten Assamese Characters Dataset/W21/129.21.txt,cnn_data/images_128/W21/W21__FP__129.21.png
W21,KHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/13.21.txt,cnn_data/images_128/W21/W21__KHA__13.21.png
W21,NGN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/130.21.txt,cnn_data/images_128/W21/W21__NGN__130.21.png
W21,XM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/131.21.txt,cnn_data/images_128/W21/W21__XM__131.21.png
W21,NGJ,assamese_data/Online Handwritten Assamese Characters Dataset/W21/132.21.txt,cnn_data/images_128/W21/W21__NGJ__132.21.png
W21,MNTH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/133.21.txt,cnn_data/images_128/W21/W21__MNTH__133.21.png
W21,NGK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/134.21.txt,cnn_data/images_128/W21/W21__NGK__134.21.png
W21,KR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/135.21.txt,cnn_data/images_128/W21/W21__KR__135.21.png
W21,TRU,assamese_data/Online Handwritten Assamese Characters Dataset/W21/136.21.txt,cnn_data/images_128/W21/W21__TRU__136.21.png
W21,BHR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/137.21.txt,cnn_data/images_128/W21/W21__BHR__137.21.png
W21,THB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/138.21.txt,cnn_data/images_128/W21/W21__THB__138.21.png
W21,DG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/139.21.txt,cnn_data/images_128/W21/W21__DG__139.21.png
W21,GA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/14.21.txt,cnn_data/images_128/W21/W21__GA__14.21.png
W21,DGH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/140.21.txt,cnn_data/images_128/W21/W21__DGH__140.21.png
W21,DD,assamese_data/Online Handwritten Assamese Characters Dataset/W21/141.21.txt,cnn_data/images_128/W21/W21__DD__141.21.png
W21,DDH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/142.21.txt,cnn_data/images_128/W21/W21__DDH__142.21.png
W21,HR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/143.21.txt,cnn_data/images_128/W21/W21__HR__143.21.png
W21,GGU,assamese_data/Online Handwritten Assamese Characters Dataset/W21/144.21.txt,cnn_data/images_128/W21/W21__GGU__144.21.png
W21,GGN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/145.21.txt,cnn_data/images_128/W21/W21__GGN__145.21.png
W21,NKH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/146.21.txt,cnn_data/images_128/W21/W21__NKH__146.21.png
W21,NGH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/147.21.txt,cnn_data/images_128/W21/W21__NGH__147.21.png
W21,NGKH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/148.21.txt,cnn_data/images_128/W21/W21__NGKH__148.21.png
W21,TTH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/149.21.txt,cnn_data/images_128/W21/W21__TTH__149.21.png
W21,GHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/15.21.txt,cnn_data/images_128/W21/W21__GHA__15.21.png
W21,PN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/150.21.txt,cnn_data/images_128/W21/W21__PN__150.21.png
W21,HN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/151.21.txt,cnn_data/images_128/W21/W21__HN__151.21.png
W21,XN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/152.21.txt,cnn_data/images_128/W21/W21__XN__152.21.png
W21,MF,assamese_data/Online Handwritten Assamese Characters Dataset/W21/153.21.txt,cnn_data/images_128/W21/W21__MF__153.21.png
W21,BB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/154.21.txt,cnn_data/images_128/W21/W21__BB__154.21.png
W21,LB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/155.21.txt,cnn_data/images_128/W21/W21__LB__155.21.png
W21,LM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/156.21.txt,cnn_data/images_128/W21/W21__LM__156.21.png
W21,BHM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/157.21.txt,cnn_data/images_128/W21/W21__BHM__157.21.png
W21,ML,assamese_data/Online Handwritten Assamese Characters Dataset/W21/158.21.txt,cnn_data/images_128/W21/W21__ML__158.21.png
W21,SL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/159.21.txt,cnn_data/images_128/W21/W21__SL__159.21.png
W21,NG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/16.21.txt,cnn_data/images_128/W21/W21__NG__16.21.png
W21,PS,assamese_data/Online Handwritten Assamese Characters Dataset/W21/160.21.txt,cnn_data/images_128/W21/W21__PS__160.21.png
W21,KHR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/161.21.txt,cnn_data/images_128/W21/W21__KHR__161.21.png
W21,GR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/162.21.txt,cnn_data/images_128/W21/W21__GR__162.21.png
W21,GHR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/163.21.txt,cnn_data/images_128/W21/W21__GHR__163.21.png
W21,JR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/164.21.txt,cnn_data/images_128/W21/W21__JR__164.21.png
W21,TRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/165.21.txt,cnn_data/images_128/W21/W21__TRR__165.21.png
W21,DRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/166.21.txt,cnn_data/images_128/W21/W21__DRR__166.21.png
W21,DHRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/167.21.txt,cnn_data/images_128/W21/W21__DHRR__167.21.png
W21,PRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/168.21.txt,cnn_data/images_128/W21/W21__PRR__168.21.png
W21,BRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/169.21.txt,cnn_data/images_128/W21/W21__BRR__169.21.png
W21,CA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/17.21.txt,cnn_data/images_128/W21/W21__CA__17.21.png
W21,MRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/170.21.txt,cnn_data/images_128/W21/W21__MRR__170.21.png
W21,TSR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/171.21.txt,cnn_data/images_128/W21/W21__TSR__171.21.png
W21,DSR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/172.21.txt,cnn_data/images_128/W21/W21__DSR__172.21.png
W21,HRR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/173.21.txt,cnn_data/images_128/W21/W21__HRR__173.21.png
W21,SUNYA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/174.21.txt,cnn_data/images_128/W21/W21__SUNYA__174.21.png
W21,EK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/175.21.txt,cnn_data/images_128/W21/W21__EK__175.21.png
W21,DUI,assamese_data/Online Handwritten Assamese Characters Dataset/W21/176.21.txt,cnn_data/images_128/W21/W21__DUI__176.21.png
W21,TINI,assamese_data/Online Handwritten Assamese Characters Dataset/W21/177.21.txt,cnn_data/images_128/W21/W21__TINI__177.21.png
W21,CARI,assamese_data/Online Handwritten Assamese Characters Dataset/W21/178.21.txt,cnn_data/images_128/W21/W21__CARI__178.21.png
W21,PAC,assamese_data/Online Handwritten Assamese Characters Dataset/W21/179.21.txt,cnn_data/images_128/W21/W21__PAC__179.21.png
W21,CCA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/18.21.txt,cnn_data/images_128/W21/W21__CCA__18.21.png
W21,CAY,assamese_data/Online Handwritten Assamese Characters Dataset/W21/180.21.txt,cnn_data/images_128/W21/W21__CAY__180.21.png
W21,XAT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/181.21.txt,cnn_data/images_128/W21/W21__XAT__181.21.png
W21,ATH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/182.21.txt,cnn_data/images_128/W21/W21__ATH__182.21.png
W21,NAA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/183.21.txt,cnn_data/images_128/W21/W21__NAA__183.21.png
W21,JA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/19.21.txt,cnn_data/images_128/W21/W21__JA__19.21.png
W21,AA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/2.21.txt,cnn_data/images_128/W21/W21__AA__2.21.png
W21,JHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/20.21.txt,cnn_data/images_128/W21/W21__JHA__20.21.png
W21,NIYA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/21.21.txt,cnn_data/images_128/W21/W21__NIYA__21.21.png
W21,MTA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/22.21.txt,cnn_data/images_128/W21/W21__MTA__22.21.png
W21,MTHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/23.21.txt,cnn_data/images_128/W21/W21__MTHA__23.21.png
W21,MDA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/24.21.txt,cnn_data/images_128/W21/W21__MDA__24.21.png
W21,MDHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/25.21.txt,cnn_data/images_128/W21/W21__MDHA__25.21.png
W21,MNA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/26.21.txt,cnn_data/images_128/W21/W21__MNA__26.21.png
W21,TA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/27.21.txt,cnn_data/images_128/W21/W21__TA__27.21.png
W21,THA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/28.21.txt,cnn_data/images_128/W21/W21__THA__28.21.png
W21,DA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/29.21.txt,cnn_data/images_128/W21/W21__DA__29.21.png
W21,E,assamese_data/Online Handwritten Assamese Characters Dataset/W21/3.21.txt,cnn_data/images_128/W21/W21__E__3.21.png
W21,DHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/30.21.txt,cnn_data/images_128/W21/W21__DHA__30.21.png
W21,NA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/31.21.txt,cnn_data/images_128/W21/W21__NA__31.21.png
W21,PA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/32.21.txt,cnn_data/images_128/W21/W21__PA__32.21.png
W21,PHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/33.21.txt,cnn_data/images_128/W21/W21__PHA__33.21.png
W21,BA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/34.21.txt,cnn_data/images_128/W21/W21__BA__34.21.png
W21,BHA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/35.21.txt,cnn_data/images_128/W21/W21__BHA__35.21.png
W21,MA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/36.21.txt,cnn_data/images_128/W21/W21__MA__36.21.png
W21,AJA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/37.21.txt,cnn_data/images_128/W21/W21__AJA__37.21.png
W21,RA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/38.21.txt,cnn_data/images_128/W21/W21__RA__38.21.png
W21,LA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/39.21.txt,cnn_data/images_128/W21/W21__LA__39.21.png
W21,EE,assamese_data/Online Handwritten Assamese Characters Dataset/W21/4.21.txt,cnn_data/images_128/W21/W21__EE__4.21.png
W21,WA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/40.21.txt,cnn_data/images_128/W21/W21__WA__40.21.png
W21,TXA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/41.21.txt,cnn_data/images_128/W21/W21__TXA__41.21.png
W21,MXA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/42.21.txt,cnn_data/images_128/W21/W21__MXA__42.21.png
W21,DXA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/43.21.txt,cnn_data/images_128/W21/W21__DXA__43.21.png
W21,HA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/44.21.txt,cnn_data/images_128/W21/W21__HA__44.21.png
W21,KHYA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/45.21.txt,cnn_data/images_128/W21/W21__KHYA__45.21.png
W21,AYA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/46.21.txt,cnn_data/images_128/W21/W21__AYA__46.21.png
W21,DRA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/47.21.txt,cnn_data/images_128/W21/W21__DRA__47.21.png
W21,DHRA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/48.21.txt,cnn_data/images_128/W21/W21__DHRA__48.21.png
W21,KTA,assamese_data/Online Handwritten Assamese Characters Dataset/W21/49.21.txt,cnn_data/images_128/W21/W21__KTA__49.21.png
W21,U,assamese_data/Online Handwritten Assamese Characters Dataset/W21/5.21.txt,cnn_data/images_128/W21/W21__U__5.21.png
W21,ANSR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/50.21.txt,cnn_data/images_128/W21/W21__ANSR__50.21.png
W21,BXG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/51.21.txt,cnn_data/images_128/W21/W21__BXG__51.21.png
W21,CBN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/52.21.txt,cnn_data/images_128/W21/W21__CBN__52.21.png
W21,KK,assamese_data/Online Handwritten Assamese Characters Dataset/W21/53.21.txt,cnn_data/images_128/W21/W21__KK__53.21.png
W21,KT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/54.21.txt,cnn_data/images_128/W21/W21__KT__54.21.png
W21,KTT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/55.21.txt,cnn_data/images_128/W21/W21__KTT__55.21.png
W21,KS,assamese_data/Online Handwritten Assamese Characters Dataset/W21/56.21.txt,cnn_data/images_128/W21/W21__KS__56.21.png
W21,KL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/57.21.txt,cnn_data/images_128/W21/W21__KL__57.21.png
W21,KM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/58.21.txt,cnn_data/images_128/W21/W21__KM__58.21.png
W21,GL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/59.21.txt,cnn_data/images_128/W21/W21__GL__59.21.png
W21,UU,assamese_data/Online Handwritten Assamese Characters Dataset/W21/6.21.txt,cnn_data/images_128/W21/W21__UU__6.21.png
W21,CC,assamese_data/Online Handwritten Assamese Characters Dataset/W21/60.21.txt,cnn_data/images_128/W21/W21__CC__60.21.png
W21,CCC,assamese_data/Online Handwritten Assamese Characters Dataset/W21/61.21.txt,cnn_data/images_128/W21/W21__CCC__61.21.png
W21,JJ,assamese_data/Online Handwritten Assamese Characters Dataset/W21/62.21.txt,cnn_data/images_128/W21/W21__JJ__62.21.png
W21,JB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/63.21.txt,cnn_data/images_128/W21/W21__JB__63.21.png
W21,BJ,assamese_data/Online Handwritten Assamese Characters Dataset/W21/64.21.txt,cnn_data/images_128/W21/W21__BJ__64.21.png
W21,GN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/65.21.txt,cnn_data/images_128/W21/W21__GN__65.21.png
W21,TN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/66.21.txt,cnn_data/images_128/W21/W21__TN__66.21.png
W21,JJB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/67.21.txt,cnn_data/images_128/W21/W21__JJB__67.21.png
W21,LG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/68.21.txt,cnn_data/images_128/W21/W21__LG__68.21.png
W21,TT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/69.21.txt,cnn_data/images_128/W21/W21__TT__69.21.png
W21,REE,assamese_data/Online Handwritten Assamese Characters Dataset/W21/7.21.txt,cnn_data/images_128/W21/W21__REE__7.21.png
W21,GDH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/70.21.txt,cnn_data/images_128/W21/W21__GDH__70.21.png
W21,GM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/71.21.txt,cnn_data/images_128/W21/W21__GM__71.21.png
W21,GHN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/72.21.txt,cnn_data/images_128/W21/W21__GHN__72.21.png
W21,MDD,assamese_data/Online Handwritten Assamese Characters Dataset/W21/73.21.txt,cnn_data/images_128/W21/W21__MDD__73.21.png
W21,NT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/74.21.txt,cnn_data/images_128/W21/W21__NT__74.21.png
W21,NN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/75.21.txt,cnn_data/images_128/W21/W21__NN__75.21.png
W21,NMM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/76.21.txt,cnn_data/images_128/W21/W21__NMM__76.21.png
W21,TTT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/77.21.txt,cnn_data/images_128/W21/W21__TTT__77.21.png
W21,TTB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/78.21.txt,cnn_data/images_128/W21/W21__TTB__78.21.png
W21,TM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/79.21.txt,cnn_data/images_128/W21/W21__TM__79.21.png
W21,AE,assamese_data/Online Handwritten Assamese Characters Dataset/W21/8.21.txt,cnn_data/images_128/W21/W21__AE__8.21.png
W21,TR,assamese_data/Online Handwritten Assamese Characters Dataset/W21/80.21.txt,cnn_data/images_128/W21/W21__TR__80.21.png
W21,NTT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/81.21.txt,cnn_data/images_128/W21/W21__NTT__81.21.png
W21,RRG,assamese_data/Online Handwritten Assamese Characters Dataset/W21/82.21.txt,cnn_data/images_128/W21/W21__RRG__82.21.png
W21,NDD,assamese_data/Online Handwritten Assamese Characters Dataset/W21/83.21.txt,cnn_data/images_128/W21/W21__NDD__83.21.png
W21,NTH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/84.21.txt,cnn_data/images_128/W21/W21__NTH__84.21.png
W21,NDH,assamese_data/Online Handwritten Assamese Characters Dataset/W21/85.21.txt,cnn_data/images_128/W21/W21__NDH__85.21.png
W21,NNN,assamese_data/Online Handwritten Assamese Characters Dataset/W21/86.21.txt,cnn_data/images_128/W21/W21__NNN__86.21.png
W21,NB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/87.21.txt,cnn_data/images_128/W21/W21__NB__87.21.png
W21,NS,assamese_data/Online Handwritten Assamese Characters Dataset/W21/88.21.txt,cnn_data/images_128/W21/W21__NS__88.21.png
W21,NM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/89.21.txt,cnn_data/images_128/W21/W21__NM__89.21.png
W21,OI,assamese_data/Online Handwritten Assamese Characters Dataset/W21/9.21.txt,cnn_data/images_128/W21/W21__OI__9.21.png
W21,DB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/90.21.txt,cnn_data/images_128/W21/W21__DB__90.21.png
W21,QJ,assamese_data/Online Handwritten Assamese Characters Dataset/W21/91.21.txt,cnn_data/images_128/W21/W21__QJ__91.21.png
W21,PTT,assamese_data/Online Handwritten Assamese Characters Dataset/W21/92.21.txt,cnn_data/images_128/W21/W21__PTT__92.21.png
W21,PL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/93.21.txt,cnn_data/images_128/W21/W21__PL__93.21.png
W21,DV,assamese_data/Online Handwritten Assamese Characters Dataset/W21/94.21.txt,cnn_data/images_128/W21/W21__DV__94.21.png
W21,BL,assamese_data/Online Handwritten Assamese Characters Dataset/W21/95.21.txt,cnn_data/images_128/W21/W21__BL__95.21.png
W21,BD,assamese_data/Online Handwritten Assamese Characters Dataset/W21/96.21.txt,cnn_data/images_128/W21/W21__BD__96.21.png
W21,TB,assamese_data/Online Handwritten Assamese Characters Dataset/W21/97.21.txt,cnn_data/images_128/W21/W21__TB__97.21.png
W21,MM,assamese_data/Online Handwritten Assamese Characters Dataset/W21/98.21.txt,cnn_data/images_128/W21/W21__MM__98.21.png
W21,MV,assamese_data/Online Handwritten Assamese Characters Dataset/W21/99.21.txt,cnn_data/images_128/W21/W21__MV__99.21.png
W22,A,assamese_data/Online Handwritten Assamese Characters Dataset/W22/1.22.txt,cnn_data/images_128/W22/W22__A__1.22.png
W22,O,assamese_data/Online Handwritten Assamese Characters Dataset/W22/10.22.txt,cnn_data/images_128/W22/W22__O__10.22.png
W22,MP,assamese_data/Online Handwritten Assamese Characters Dataset/W22/100.22.txt,cnn_data/images_128/W22/W22__MP__100.22.png
W22,MN,assamese_data/Online Handwritten Assamese Characters Dataset/W22/101.22.txt,cnn_data/images_128/W22/W22__MN__101.22.png
W22,NTR,assamese_data/Online Handwritten Assamese Characters Dataset/W22/102.22.txt,cnn_data/images_128/W22/W22__NTR__102.22.png
W22,MB,assamese_data/Online Handwritten Assamese Characters Dataset/W22/103.22.txt,cnn_data/images_128/W22/W22__MB__103.22.png
W22,LK,assamese_data/Online Handwritten Assamese Characters Dataset/W22/104.22.txt,cnn_data/images_128/W22/W22__LK__104.22.png
W22,MND,assamese_data/Online Handwritten Assamese Characters Dataset/W22/105.22.txt,cnn_data/images_128/W22/W22__MND__105.22.png
W22,FK,assamese_data/Online Handwritten Assamese Characters Dataset/W22/106.22.txt,cnn_data/images_128/W22/W22__FK__106.22.png
W22,LD,assamese_data/Online Handwritten Assamese Characters Dataset/W22/107.22.txt,cnn_data/images_128/W22/W22__LD__107.22.png
W22,LL,assamese_data/Online Handwritten Assamese Characters Dataset/W22/108.22.txt,cnn_data/images_128/W22/W22__LL__108.22.png
W22,LP,assamese_data/Online Handwritten Assamese Characters Dataset/W22/109.22.txt,cnn_data/images_128/W22/W22__LP__109.22.png
W22,OU,assamese_data/Online Handwritten Assamese Characters Dataset/W22/11.22.txt,cnn_data/images_128/W22/W22__OU__11.22.png
W22,LT,assamese_data/Online Handwritten Assamese Characters Dataset/W22/110.22.txt,cnn_data/images_128/W22/W22__LT__110.22.png
W22,SN,assamese_data/Online Handwritten Assamese Characters Dataset/W22/111.22.txt,cnn_data/images_128/W22/W22__SN__111.22.png
W22,SC,assamese_data/Online Handwritten Assamese Characters Dataset/W22/112.22.txt,cnn_data/images_128/W22/W22__SC__112.22.png
W22,SM,assamese_data/Online Handwritten Assamese Characters Dataset/W22/113.22.txt,cnn_data/images_128/W22/W22__SM__113.22.png
W22,SB,assamese_data/Online Handwritten Assamese Characters Dataset/W22/114.22.txt,cnn_data/images_128/W22/W22__SB__114.22.png
W22,FN,assamese_data/Online Handwritten Assamese Characters Dataset/W22/115.22.txt,cnn_data/images_128/W22/W22__FN__115.22.png
W22,FT,assamese_data/Online Handwritten Assamese Characters Dataset/W22/116.22.txt,cnn_data/images_128/W22/W22__FT__116.22.png
W22,SK,assamese_data/Online Handwritten Assamese Characters Dataset/W22/117.22.txt,cnn_data/images_128/W22/W22__SK__117.22.png
W22,SSTH,assamese_data/Online Handwritten Assamese Characters Dataset/W22/118.22.txt,cnn_data/images_128/W22/W22__SSTH__118.22.png
